post_id,title,description,filename,post_type,patreon_url,publication_date
69913056,Male Swimsuits,"<p>#1 Color vote for July, suggested by Sølvlåser, fluffy pupper!</p>",maleswimsuitchallenge_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69913056/d45623cbb00b44fa9879cb99e22d2898/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=4yoslaVTDEyVX9q3o8HsnyXhc5c5Q4PBxaPI0GVD-L8%3D,2022-08-01T20:39:23.000+00:00
69757873,Male Swimsuits,"<p>Some of the female cast going to the beach in male attire, suggested by Sølvlåser!</p>",maleswimsuitchallenge.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69757873/e92c8b2d7ef14000b56795c11c4f440d/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=pCpLk0Q0T9KnmJ9tfAd1bRKPY-KJOxuPjEpqI8u_P4w%3D,2022-07-29T19:02:21.000+00:00
69276761,Cactus Juice,"<p>Uh oh, Zen's been hitting the cactus juice. Suggested by Archataerra!</p>",cactusjuice.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276761/8b5afcabe5734f93b3f1ee2623bff671/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=yn8FUzv131L6RdsWXmpGRQSc_kcHnu07P0i8FYt1ZH4%3D,2022-07-28T16:00:06.000+00:00
69276733,Breakfast in Bed,"<p>Natani decided to get fancy and serve Keith breakfast in bed, suggested by CrimsonQuill086!</p>",butlernatani.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276733/174820f622364d8890d1b9153ef67369/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=3KEj2j2pkp2qmLkkDzcEn8RVfgWt2OAginpXWgGxz0s%3D,2022-07-27T16:00:07.000+00:00
69276629,Body Swap - Raine and Kat 3,"<p>Raine stopping Kat from undressing her body, suggested by Aethersprite224!</p><p>See also <a href=""https://www.patreon.com/posts/body-swap-raine-56146186"">Body Swap - Raine and Kat</a> and <a href=""https://www.patreon.com/posts/body-swap-self-57988191"">Body Swap - Self Measurement</a> </p>",bodyswap_raineandkat3.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276629/2999187fc9e44e0d94295310bf233397/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=GxJiqWvvwclP5aFEj-NIpNRzZlMKmwMsRNBt9ENz9co%3D,2022-07-26T16:00:06.000+00:00
69276578,Merlin Euchre,"<p>Euchre and Merlin and Trace as Author, from The Sword in the Stone, suggested by Rimadraws!</p>",merlinEuchre.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276578/162e8313838746938616ad906ecf24b7/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=6sEKVYbcIrHA5YI4PDmSuDZfWZHqDU7fAPxo4L3ZVlI%3D,2022-07-25T16:00:09.000+00:00
69276447,Werewolf Red,"<p>Raine accidentally bites Red and turns him into a werewolf, suggested by Mint Widget!</p>",werewolfred.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276447/bcab9d33512c49d09b868a3d23311fc0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=MFd1SCUEthOjl9doa9kn3cdJahKMybXN78VVBwZu25E%3D,2022-07-24T16:00:05.000+00:00
69276401,Canine and Girl,"<p>Large canines and their smaller female counterparts, suggested by iliar!</p>",girlandhercanine.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276401/992378b979f046c8927cd3fdd882e212/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=B_VdcT9-ePjLiD6Mfxm6GPYIk3jEpP3Dl_WViGeb0Dg%3D,2022-07-23T16:00:05.000+00:00
69276330,Secret Fan Reni,<p>Reni is a fan of Raine's work. Raine was not aware that someone had published her fanfiction. Suggested by Menke!</p>,secretfanreni.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276330/922c513f44104936ab5b672b52d7ff5f/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=s6EtpPwbg9BRmnz_1Dgv3kbifeW7zU3wS8BieOV9Mps%3D,2022-07-22T16:00:18.000+00:00
69276261,Self-Serving Clovis 2,"<p>Clovis getting inspected. Sequel to <a href=""https://www.patreon.com/posts/self-serving-67983373"">Self-Serving Clovis</a>, suggested by Crehvan!</p>",selfservingclovis2.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276261/ea5131c1369e4eaeb99462b6f78a95a8/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=UYiL7eGpuUEZioSYbgFLOxO9JpUZtUWhnWmGRUgDp1s%3D,2022-07-21T16:00:09.000+00:00
69276214,Mechanic Maddie,"<p>Maddie working with tools, suggested by Gerudo72!</p>",mechanicmaddie.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276214/685f71e779c0434889fc4b67bb07fb09/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=ydDhs1Jg85OSyUxERKUQ55Akl_hI57nMJJ4uDkiR49A%3D,2022-07-20T16:00:08.000+00:00
69276113,Flora's Painting,"<p>The painting Eric did of Flora, suggested by GiantBurger!</p><p>I'm honestly surprised I haven't done this already.</p>",floraspainting.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69276113/e2c7abf34cd8448082493bed366fda5f/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=62LG9v_F_AFrstZ4aO0c6Al0EPlgWzEDZIjQzOcJP0M%3D,2022-07-19T16:00:08.000+00:00
69255968,Hunky Wolf Calendar,"<p>Raine getting caught by Rose, suggested by Kriegerstein! There must have been a mixup in shipping. Yes, that must be it.</p>",hunkywolfcalander.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/69255968/41dd7226c4334d55a3b45c6ff661a00c/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=-gdB5NUIfn1F7pkCjMAcvMT_CID8cs9BFD6Y3UQ6dEc%3D,2022-07-18T18:02:42.000+00:00
81086808,Modern AU - Mother Visiting,"<p>The Mother visits the Modern Trio, much to the dismay of Willow. Suggested by shadow Runner844!</p>",modernau_mothervisiting.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/81086808/c46f8d25162d49f9a697d8f050f95c5e/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=akA-rG980HBB_0doF2n6inpJSFgCCCIJh0PEohD5w9E%3D,2023-04-05T16:15:39.000+00:00
81042416,Natani Boxing Match,"<p>Viewer POV facing off against Natani, suggested by Starim!</p>",nataniboxingmatch.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/81042416/f7bf64a9f6c24c8587e1fd0eac3a7145/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=SmImdmVBDcyfZCE9A6sQiMmBs4KodviEPVvNimZ1dCo%3D,2023-04-04T18:57:31.000+00:00
80986257,Backstage Wire Stunts,"<p>Behind the scenes of page 1201 suggested by TeraKat!</p><p>Backstage AU: <a href=""https://www.patreon.com/posts/breakroom-banter-18626339"">Breakroom Banter</a> | <a href=""https://www.patreon.com/posts/couples-off-set-40584918"">Couples Off Set</a> | <a href=""https://www.patreon.com/posts/cooking-show-57260431"">Cooking Show</a> | <a href=""https://www.patreon.com/posts/backstage-70613482"">Backstage Rewrite</a></p>",backstagewirework.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80986257/e479b544fa514c46b649d424ca24b7a3/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=4iM2s8CrfWho4veEKDQ2n7JJ49oRs784SbA_32rxdq4%3D,2023-04-03T17:34:17.000+00:00
80934451,Laura Leash 3,"<p>#5 Color vote for March, A sequel to <a href=""https://www.patreon.com/posts/laura-leash-2-78467620"">Laura Leash 2</a> featuring the <a href=""https://www.patreon.com/posts/catnip-74690976"">Basitin</a> <a href=""https://www.patreon.com/posts/catnip-2-76006176"">Police</a> <a href=""https://www.patreon.com/posts/skater-kat-77193865"">Lady</a> suggested by TheSexyBeast!</p><p><br></p><p><em>*Dialogue changed by request of the suggester.</em></p>",lauraleash3_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80934451/a9c453d4388e44539630baac34295e4d/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=pXt67YMbhd5G59zb2gxuPagx2P7NRZVVHWJFdcCZudo%3D,2023-04-02T17:57:12.000+00:00
80888738,Dress Amelia,"<p>#4 Color vote from March, Amelia wearing an exotic dress, suggested by Gameboy78!</p>",dressamelia_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80888738/39d837bf27204d58adbcb25d486cb7cd/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=DMWRgdrFCsL5EgY2kLiahHJn-UadculEc57CdiubsS8%3D,2023-04-01T17:29:13.000+00:00
80838063,Ivy and Flora - Sand Castle,"<p>#3 Color vote from March, Flora and her sister Ivy burying sleeping Trace in sand, suggested by RimaDraws!</p>",ivyflora_sandcastle_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80838063/4f3b38858ecd4e25acdb0bf76de7ba2e/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=i6q9H59ls9KniIrzqBGqiOGnhWsxi22Smwv8wkek7hE%3D,2023-03-31T18:02:17.000+00:00
80779298,A Mother's Love,"<p>#2 Color vote from March, the most precious love of Lady Nora's past, suggested by Drazgon!</p><p>This one was quite the undertaking. I decided to give a full background for the future version of the fey mother, despite it only requiring a tiny sliver for the original sketch. So, consider it a bonus! I also included a full version of the baby dragon version, and attached a speechless version of the combined image as well.</p><p>Hera was the first child of Nora, back when Nora was just a young inexperience dragon herself. She loved her daughter more than anything and spent years looking for her after she vanished. She would never learn what happened.</p><p>For more info on the fey mother, see here: <a href=""https://www.patreon.com/posts/mother-48321357"">The Mother</a></p>",nora_amotherslove_color feymother.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80779298/3864f960afba4bf1aa0e0617b8926e4b/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=46USVGCDo3yiDDdTrO-wdawEjx2Kplf00P_iP3xxGns%3D,2023-03-30T17:09:47.000+00:00
80726593,Sythe and Wolf Maren - Embrace,"<p>#1 Color vote for March, Sythe and wolf-form Maren napping together, suggested by Mediawatcher!</p>",sythemaren_bedrest_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80726593/e89241ccca8a42b6a643ffb99c055601/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=kZDb6bf0KWwVqDAfkHbxGjW27ETeifNE1D_4H2chvas%3D,2023-03-29T16:52:07.000+00:00
80673876,Birthday Cake Bunny Mike,"<p>Mike in a bunny suit coming out of a birthday cake, suggested by Orekh!</p><p>🐇</p>",birthdaycakemike.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80673876/14e61bee6be4431fbc3340607a0779a1/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=d5MDb4tkDElwlv8COvD-AVIh8lf_eCGzScS44Jc-R1I%3D,2023-03-28T17:21:12.000+00:00
80620792,Mike and Evals Hit the Showers,<p>Post-gym shower for sailor duo suggested by Brocade!</p>,mikeevalsshower.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80620792/42c2e1249cc249c4a913b69dfa19a1f0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=sNrxBuQ3k3BI51lTLJ_SssQ7V6PI8CWZZhZNbsmti5o%3D,2023-03-27T16:02:14.000+00:00
80577862,Nora's Used Cars,"<p>Trace as a used car salesman, suggested by Sormostrel!</p>",norasusedcars.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80577862/8ab646013a47488cb11986d3a829582b/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=7J0lMzvZPCpjHVsrvovIVO0W99vX7kH25W84DWwZ1Fs%3D,2023-03-26T18:09:43.000+00:00
80531815,Laura Leash 3,"<p>A sequel to <a href=""https://www.patreon.com/posts/laura-leash-2-78467620"">Laura Leash 2</a> featuring the <a href=""https://www.patreon.com/posts/catnip-74690976"">Basitin</a> <a href=""https://www.patreon.com/posts/catnip-2-76006176"">Police</a> <a href=""https://www.patreon.com/posts/skater-kat-77193865"">Lady</a>, suggested by TheSexyBeast!</p>",lauraleash3.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80531815/b6460992c2ab459b843e4314438021d8/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=8Gwzt9CNFdqeK2qvzHLnRtwFsfCeg4DBrxjcsmimQJM%3D,2023-03-25T17:13:26.000+00:00
80498734,Wedding Dress,"<p>I'm not sure exactly how Natani got into this situation, but Keith seems smug about it. Suggested by iliar!</p>",weddingdress.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80498734/9fd80fae283b49efb8b3f181c076599b/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=SXSOwqqVydQuNUG0UrBzPX4eYqWu7-1p8tw2yxqL22g%3D,2023-03-24T20:37:38.000+00:00
80451099,Ivy and Flora - Sand Castle,"<p>Ivy and Flora burying a sleeping Trace in sand, suggested by Rimadraws! After they were done, they started building on top of the Trace foundation.</p>",ivyflora_sandcastle.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80451099/2fb81c89a9834eb992ebb8d1a216a5f8/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=ALuCgmRBDff1aExTwRKWjTWUlESNxura94Lj3TGw1K0%3D,2023-03-23T21:01:46.000+00:00
80392313,50's Diner Double Date,"<p>Trace Laura Keith and Natani at a 50s diner, suggested by DCI Hunt!</p><p>See also: <a href=""https://www.patreon.com/posts/50s-diner-laura-56442851"">50's Diner Laura</a> | <a href=""https://www.patreon.com/posts/50s-diner-laura-61077204"">50's Diner Laura 2</a></p>",50sdinerdoubledate.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80392313/5497f762798f4e91ac656c220345cf7a/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=cMI3rMKRB-uMCo5TXhaW_SX4F1DUlYicTTB9D1EeMp4%3D,2023-03-22T17:20:59.000+00:00
80336089,A Mother's Love,"<p>The most precious love of Lady Nora's past, suggested by Drazgon.</p>",noraslove.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80336089/05b1c00adbcd44ce814adc007fa6f408/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=WapWpLpbxBIELts9DPo2cSV_o9NdT3nZVP5WU66JByA%3D,2023-03-22T01:12:42.000+00:00
80291256,Laura Self-Pet 2,"<p>Laura walked in on by Kathrin mid-pat, suggested by Salodni Ikkis!</p><p>Sequel to <a href=""https://www.patreon.com/posts/laura-self-pet-79920238"">Laura Self-Pet</a></p><p><em>(posted again due to an error)</em></p>",lauraselfpat2.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80291256/28c3a0a764534f3fbd3bda8c1df90c6e/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=owTUoSDL7aQPNaOmmO68_BraAM2bJSw5Ra4EA4O69Rc%3D,2023-03-20T16:18:20.000+00:00
80247535,Jade Nukem,"<p>Jade posing for the cover of the classic Duke Nukem 3D, suggested by SpearMintTheWolf!</p>",jadeadelaidenukem.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/80247535/7b9c66bed7aa446486ac0bc3dbcd11fc/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=QwbxuISaOH2fg7T4tKc-Dq-tj8SYnW4UcBkzsab0crM%3D,2023-03-19T17:48:01.000+00:00
39111431,Awoo Fine,"<p>Natani has a run in with a noise violation, suggested by Baconcopter!</p>",awoofine.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/39111431/14b65c5f1db649d9a9cfcbfae85f5cfb/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=mApx7ue6wBz4ah0Y1K1JaS_W3frNulS2ASgS9EJXK3A%3D,2020-07-08T18:33:02.000+00:00
39077861,Gaming Cat Nora,<p>Kat and Laura try to help catform Nora become a pro gamer. It's not going well. Suggested by Dimensional!</p>,gamingcatnora.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/39077861/d7091c4f207345ca849f7f7be4292833/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=jLCr7zbNnZ7OzhDHGGTJUUMJm5A_yuWrWwvAT-1MiHw%3D,2020-07-07T19:50:30.000+00:00
39037091,Manic Kat,"<p>A reverse version of this <a href=""https://www.deviantart.com/twokinds/art/Flora-and-Kat-No-Context-492815635"" rel=""nofollow noopener"" target=""_blank"">old sketch</a>, suggested by Floof Ball!</p>",manickat_full.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/39037091/57995936e9974636aed26b567f079017/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=faVylfHY2G7tHwyxIsjjfizBV0ALEsYlWy7fM7U8FHA%3D,2020-07-06T18:18:00.000+00:00
38943533,Maeve Portrait,"<p>Bonus June sketch for color, suggested by SpazztasticKiwi!</p>",maeveportrait_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38943533/4cd3869d110441babe73e66a74f815a6/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=x4Bwafs1WIIbP8zRE4TuJRgcDDcZVRUsF08-jXFk8u8%3D,2020-07-04T19:01:00.000+00:00
38928797,Mad Cuteness,"<p>#5 June sketch voted for color, suggested by Dadrobit!</p>",cutemadness_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38928797/d45ce17056fb42e4afaf9d4d066f83d0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=LW7HUOFbDm0Vnq4_ygGMCN607_PAa56CQJrsJgFLiuU%3D,2020-07-03T17:41:45.000+00:00
38898602,Maid Outfit Kathrin,"<p>#4 June sketch voted for color, suggested by StarGamer26!</p>",kathrinmaidoutfit_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38898602/90cc44b6792643eb8ba23f6bdaed9115/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=ZbAzYF8WgWU3phJn4slVH2yIO5Q85D8lYZQtq9KpGQc%3D,2020-07-02T22:16:43.000+00:00
38841967,Hoodie Flora,"<p>#3 June sketch voted for color, suggested by Azuma!</p>",hoodie_color copy.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38841967/6d33f597114a4cf4991ee8591ae27861/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=oHrhshK0MNL7UplqRrl3qvwASoKue7hXCOtMsQK8tOk%3D,2020-07-01T16:17:04.000+00:00
38802569,Squirrelmart,"<p>#2 June sketch voted for color, suggested by Blackjack!</p>",squirrelmart_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38802569/413fd1fbbfb94124ada7cbd19ba0d929/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=YC_A3rJVWwaNz_ZV5v5R_61os2Ya6Z8LdsHog8GrorU%3D,2020-06-30T20:05:41.000+00:00
38761092,Erilas Sun Bathing,"<p>#1 June sketch voted for color, suggested by RavenIceFox!</p><p><br>Evals sister Erilas is also <a href=""https://www.patreon.com/posts/test-of-resolve-31151519""><u>seen here</u></a>.</p>",beacherilas_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38761092/b742aa13df8145dab98785ee75f23722/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=kcopPq-QiDaJ5oFuLesvgJfNLSDkcC5xgsW0zP4ni84%3D,2020-06-29T21:37:39.000+00:00
38711611,Reni's Bad Dream,"<p>Reni has a nightmare, suggested by Unsteddyphoenix!</p>",baddreamreni.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38711611/ad09bce55f0e4ae0b3a55da0ba6968b6/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=XWxstNHubth6IAtaavakZpVYrsWZvLVtYXxnTF9PffI%3D,2020-06-28T17:03:41.000+00:00
38681523,Ghost House,"<p>Modern Laura and Willow, visiting a ghost house! Suggested by Scruffuls &amp; Starcat13!</p>",ghosthouse.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38681523/d5777a3292164d018675f3c162bbe57f/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=x0PDV0zrmiM_lAHyJvBaFXfu_YPHeG4fWNwglgeImME%3D,2020-06-27T17:34:20.000+00:00
38649584,Rose AU Bedtime Story,"<p>In the alternate reality where Raine was raised by Rose, Rose helps her sleep with a bedtime story, suggested by Warhawk!</p>",roseandrainebedtimestory.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38649584/be300069ce164622bc41988877ed8b48/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=aMpK-tqBnPkKyfSZaf7ls5RpLGRW9PkYulgbdIj1PYc%3D,2020-06-26T17:51:53.000+00:00
38613843,Through the Clouds,"<p>Zen and Raine convince Nora to give them a ride, suggested by MarvtheHugPharaoh!</p>",ridethroughtheclouds.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38613843/95f3bbceed3a4fd1bae796e465c0c11d/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=dbC9g4Kg-Ddzj_vDNoXYleSzlIDTgYGVxwETc8gTpos%3D,2020-06-25T18:06:58.000+00:00
38578983,Yoga Class,"<p>Flora and Kat try yoga, suggested by Fika!</p>",floraandkatyoga.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38578983/1ea1ee171bde47e694102c2ec018523c/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=t7aFICw16cKV_VpJTMdFqt-9U4Wnq0NF6ag3pEw0nUU%3D,2020-06-24T18:44:47.000+00:00
38543736,Maeve Portrait,"<p>Maeve puts on her serious face and gets a portrait just like mom's, suggested by Spazztastickiwi!</p>",maeveportrait.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38543736/7624096e502449cbbfaef1b9b32e2470/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=JFXKElhsh89fchhs34yOCKetQF9NPqsNryVAzORiGC4%3D,2020-06-23T19:10:12.000+00:00
38513506,Dragon Nora Lounges,"<p>Nora Card sponsored by <strong>iliar</strong>!</p><p>This was originally the art for the ref sheet, but the Nora Card holder suggested the legs might be a tad anthro, and requested another pic that better reflected Nora's natural dragon form, and thus more fitting for a reference sheet, which I was happy to do. They still wanted this piece, though, so I created it as it's own separate image! And now you all get both! :)<br></p><p>Nora <em>is</em> a shapeshifter, so I'm sure shapely legs are no problem if she wanted them ;D<br></p>",ladynoralounging.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/38513506/dd3f5d435bad443da30e9b96bb40e231/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=VEDQY_aDH175sMyGnyFfC7YhHjEStQvIXRMhtB0p1KA%3D,2020-06-22T23:12:24.000+00:00
20963868,Meeting Maddie's Mom,"Older Maddie finally returns home to the island, and brings a 'friend'. Suggested by Kryp7ic!",meetingmom.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20963868/9fe0c262caa949efb7316aed82aebfe2/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=qgFNGTU3ugIWLXXJeoGX8_yvNYPUeqDAReuE4_XL4TM%3D,2018-08-24T20:25:22.000+00:00
20943461,Dinner Date Dragon,Human accommodations are a little cramped. Suggested by MrEase!,dinnerdragon.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20943461/768538aae9b4412eaea2519bf0a34794/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=D6YcQdVwCgBLcoSZhv3y0iMh_MyCt3rGqBlgDMKFQVs%3D,2018-08-23T20:06:02.000+00:00
20922267,Money Tiger Momma,"Flora's mom learns who the baby's daddy is, and imagines the prestige it might bring her clan to have a rich Templar in the family. Human gold is still gold... Suggested by CrimsonHelsing!",mommoney.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20922267/39b81f2d83e141c2b514e5f751c98d63/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=iuOGQ-1rtMDCdhWfsp8ykmR0IwEZ01qP_wM7o6e4pyg%3D,2018-08-22T20:09:43.000+00:00
20905449,Human Kathrin,<p>Probably a little breezier without fur. Suggested by ATPA9!</p>,humankat.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20905449/e1a0f7e49b444213b1c0328297dc2fe6/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=4E1YJj05EbIyUK4YkHlUIVHN0ERpmIQfSahkMJGGr54%3D,2018-08-22T00:38:27.000+00:00
20879434,A Lot on Your Mind,"Zen reacts to the uninvited guests, suggested by SemiDemiGod.",crowdedmind.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20879434/1e4084d9786a4ad789ff3928c2d06162/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=_m3yuCOL99ATB086HlfnTfCcclZ83PjzAwGzWgbVxJg%3D,2018-08-20T20:47:09.000+00:00
20858431,Maddie & Maeve Dine Out,"Restaurant cuddling, suggested by ElvenHunter84!",maeveandmaddie.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20858431/bca9233b1e5041cd89dc24dc648eab31/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=PIAjJw7-8_ZjClni7BXjmrns47aoUQaqwMl8cz-wcdw%3D,2018-08-19T19:47:08.000+00:00
20839628,Assassin Chef,"Natani and Keith cooking, suggested by OnlyHereForTheRule!<p><br></p><p>Alternate ending:</p><p><img data-media-id=""11022700"" src=""https://c10.patreonusercontent.com/4/patreon-media/p/post/20839628/ce340344d9a744f285adf7fc10706c7a/eyJwIjoxfQ%3D%3D/1.png?token-time=1691452800&token-hash=HxTLYSZ7dawJbib9mTXGU6NF2OBXnzmHbhHlNCceQd0%3D""></p><p><br></p>",cooking1.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20839628/1c81875b327f4cd987099be65e935f93/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=hM0PFlherHt6GiUfijyfEhsUzVEHmhOW_eabxQlZre8%3D,2018-08-18T18:03:58.000+00:00
20821851,WWII Pinup Rose,"Rose in the style of a military pinup, suggested by Thirdkind!",pinuprose.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20821851/87c3ce1c8c4945d39a91fcfb63ae7eb7/eyJ3Ijo2MjB9/2.png?token-time=1691452800&token-hash=pwtVpaYUbUVb6LnAf4_Cd2rzSjXNlSV277MO68iykgw%3D,2018-08-17T18:14:25.000+00:00
20800015,Snowy Bathhouse,Revisiting the snow leopard village for more... cultural research! Suggested by Kcyrre!,snowybathhouse.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20800015/86c80614356a4971a9429ea517c715c0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=1ZF7y8-qYhDtsS-cCOkmeqHKGqqpx2Ix0YNQnPPkmzg%3D,2018-08-16T17:10:43.000+00:00
20770431,Posing Mike,"Kat assists Eric in getting Mike's best side, suggested by Pretorian!",mikeheart.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/20770431/8c0adfafe63c4d23b8dc16fc9d86f519/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=xvECSvI7YfloQGZ4eSlzOi_-po7Kb9_bJ1Tos9vSMmI%3D,2018-08-15T16:54:09.000+00:00
